id,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202,x203,x204,x205,x206,x207,x208,x209,x210,x211,x212,x213,x214,x215,x216,x217,x218,x219,x220,x221,x222,x223,x224,x225,x226,x227,x228,x229,x230,x231,x232,x233,x234,x235,x236,x237,x238,x239,x240,x241,x242,x243,x244,x245,x246,x247,x248,x249,x250,x251,x252,x253,x254,x255,x256,x257,x258,x259,x260,x261,x262,x263,x264,x265,x266,x267,x268,x269,x270,x271,x272,x273,x274,x275,x276,x277,x278,x279,x280,x281,x282,x283,x284,x285,x286,x287,x288,x289,x290,x291,x292,x293,x294,x295,x296,x297,x298,x299,x300,x301,x302,x303,x304,x305,x306,x307,x308,x309,x310,x311,x312,x313,x314,x315,x316,x317,x318,x319,x320,x321,x322,x323,x324,x325,score
019737b6,2763.5,2763.5,1595.3631248088943,1,5526,1382.25,4144.75,1581.0975389069852,1551.0,971.8163359639684,0,3592,743.25,2351.0,308.7870068765834,310.0,188.51691922441097,0,636,139.0,479.0,530513.8811074919,477266.0,341163.0830438626,921,1793063,285442.25,667224.75,530600.7779587405,477387.5,341171.1767902125,1065,1793209,285442.25,667318.5,86.89685124864278,96.0,63.74844681662079,0,1973,74.0,115.0,237.48343891402715,32.0,3326.4103804463107,-169.0,170818.0,-7.0,66.0,554.60716871832,124.0,5058.640459857815,-86.0,177597.0,67.0,209.0,869.2149194278472,253.0,6451.509591205227,-21.0,178476.0,168.5,367.0,1497.8324578880638,510.0,9138.53560962642,125.0,189513.0,383.0,699.0,3061.0638143582305,1197.0,14352.211231590092,290.0,214186.0,954.0,1540.0,8730.684861717613,4011.5,24672.596599654385,956.0,235460.0,3408.0,5075.5,27664.602285293036,14383.0,47057.4712983376,3291.0,443770.0,12402.0,17847.0,114,115,132,67,65,37,43,18,7,9,3,4,0,0,0,0,0.4814106787093645,0.4856335793997975,0.5574228911371589,0.2829343462590125,0.2744885448781464,0.1562473255460218,0.1815847296886199,0.0760122124277944,0.0295603048330311,0.0380061062138972,0.0163132605384445,0.0232207756671195,0.0,0.0,0.0,0.0,3577,636,35,62,5,28,23,0,0,0,0,0,2,10,0,0,0,0,0,4.6257861635220126,126.78571428571428,714.6,22.714285714285715,127.2,6.4,1.25,12.4,0.0,0.0,0.0,0.0,114,9,24,29,18,7,8,9,4,1,2,2,1,0,0,0,0,115,12,19,25,11,18,9,13,3,2,3,0,0,0,132,33,23,29,11,16,5,3,6,2,1,1,1,0,67,23,7,12,9,6,3,4,3,0,0,0,0,0,0,65,14,19,14,5,7,4,0,1,1,0,0,0,37,7,7,7,3,5,1,6,0,0,0,0,1,43,5,9,11,6,2,1,6,0,0,2,0,1,0,18,6,3,2,2,2,2,1,0,0,0,0,7,3,1,1,0,0,1,0,0,1,0,9,2,2,1,1,1,2,0,0,0,0,0,3,0,0,1,0,0,1,1,0,0,4,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
01992d32,1878.5,1878.5,1084.40813349956,1,3756,939.75,2817.25,1281.0303514376997,1316.0,647.9237935290079,0,2459,782.0,1817.25,276.3876464323749,274.0,155.79433640584296,0,537,142.0,413.0,760148.7100638978,658214.5,477991.9149649769,69136,1799899,378861.0,1188122.25,760283.9856230032,658245.0,477996.4707927632,69259,1800025,379013.5,1188246.5,135.2755591054313,133.0,115.3556946894712,0,4442,104.0,159.0,325.64420772303595,7.0,2939.634603064961,-199.0,131537.0,-31.0,89.0,784.359083644113,169.0,4498.084750844606,-64.0,151890.0,101.0,295.0,1243.031441513456,338.0,5961.932572721401,38.0,164357.0,236.0,581.0,2142.7334044254867,707.0,8394.673530843296,119.0,207364.0,520.0,1190.5,4394.1281366791245,1779.0,13381.778551313477,269.0,266890.0,1312.0,3210.5,13424.50375738057,7913.0,25168.050736451605,873.0,270093.0,5310.75,12139.25,45458.8432713348,32190.5,45887.39348425649,10024.0,294204.0,25437.25,41560.5,108,115,103,75,52,24,9,12,12,4,0,11,0,0,0,0,0.5090226448902031,0.5420148533553089,0.4854567817008418,0.3534879478404188,0.245084977169357,0.113116143308934,0.0424185537408502,0.056558071654467,0.056558071654467,0.018852690551489,0.0,0.0712708430650642,0.0,0.0,0.0,0.0,2942,537,38,56,7,26,14,1,0,0,1,1,0,14,0,0,0,1,0,4.465549348230913,112.1923076923077,419.4285714285714,20.653846153846157,76.71428571428571,4.571428571428571,1.1923076923076923,8.0,0.0,0.0,0.0384615384615384,0.1428571428571428,108,12,29,29,17,8,5,2,2,4,0,0,0,0,0,0,0,115,12,21,23,22,16,7,2,4,4,1,0,3,0,103,32,21,14,11,13,3,2,0,1,1,0,4,0,75,20,15,13,7,5,3,2,4,2,0,0,4,0,0,52,15,13,9,6,3,4,1,1,0,0,0,0,24,6,3,9,2,2,0,0,1,0,1,0,0,9,2,2,1,3,0,0,0,0,0,1,0,0,0,12,2,4,2,1,2,1,0,0,0,0,0,12,4,4,2,0,2,0,0,0,0,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,1,0,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
01c359fc,1467.5,1467.5,847.1171701718717,1,2934,734.25,2200.75,1208.3824130879343,1257.5,666.5798470116275,0,2277,626.25,1783.0,233.9850034083163,240.0,127.08925447167024,0,430,126.0,345.0,727123.9151329243,674323.0,453993.73583629617,42985,1789274,398482.25,1093106.0,727250.3513974097,674460.5,453989.3205973434,43155,1789390,398621.0,1093280.5,126.43626448534424,123.0,46.29271953393447,0,582,100.0,150.75,468.9536310944425,60.0,3222.5810680268005,-240.0,132741.0,-22.0,170.0,1060.5327421555253,281.0,4717.80192219767,-85.0,133055.0,146.0,542.0,1651.9860116001364,510.0,5917.512191336534,-26.0,133784.0,323.0,995.0,2830.2758620689656,1060.0,7835.5797640919955,116.0,144806.0,704.0,1814.0,5778.922366621067,2520.5,11861.408093740793,270.0,147252.0,1841.0,4063.75,17570.21212121212,9079.0,22474.945299129755,4226.0,152347.0,6863.5,16798.0,57551.02470007057,38386.0,43173.62332430433,19658.0,207040.0,27876.5,73273.0,97,84,103,25,46,26,16,10,5,4,1,0,0,0,0,0,0.5519060863101676,0.4779392912376709,0.5860446071128583,0.1422438366778782,0.2617286594872959,0.1479335901449933,0.091036055473842,0.0568975346711513,0.0284487673355756,0.0227590138684605,0.0073265935362745,0.0,0.0,0.0,0.0,0.0,2277,431,32,52,13,31,20,0,0,0,0,0,0,2,0,0,0,0,0,4.255220417633411,72.48387096774194,174.23076923076923,13.935483870967742,33.15384615384615,3.3076923076923075,0.7096774193548387,4.0,0.0,0.0,0.0,0.0,97,20,24,26,2,9,8,5,2,0,0,1,0,0,0,0,0,84,15,14,21,2,13,9,5,3,1,1,0,0,0,103,27,14,26,10,14,3,2,1,3,2,0,0,0,25,4,11,3,2,2,1,2,0,0,0,0,0,0,0,46,13,13,10,3,3,2,1,0,0,1,0,0,26,7,3,10,2,3,0,0,1,0,0,0,0,16,5,3,4,2,0,0,0,2,0,0,0,0,0,10,1,2,1,2,1,1,1,0,1,0,0,5,4,0,1,0,0,0,0,0,0,0,4,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
01d0ba4b,820.0,820.0,473.2828611588071,1,1639,410.5,1229.5,690.4075655887737,673.0,410.23437547856673,0,1407,330.0,1038.5,113.25991458206224,113.0,66.31472706630046,0,229,56.0,167.0,964262.2727272728,993835.0,269298.0709603608,61889,1336962,824696.5,1177849.0,964284.2818791948,993837.0,269297.545693547,61955,1336969,824701.5,1177860.5,22.0091519219036,12.0,60.21302670768066,0,1551,6.0,17.0,756.4145299145299,204.0,8112.143986690736,0.0,275952.0,175.25,268.75,1367.062309102016,441.0,9334.028266613192,8.0,277021.0,254.0,824.0,1977.790953545232,700.0,10604.718055891826,16.0,290239.0,476.0,1317.25,3179.707466340269,1434.0,12763.31131470059,87.0,299682.0,968.0,2123.5,6173.651933701657,3177.0,17728.64784508441,777.0,302812.0,2428.0,4295.0,18224.617775015537,10379.0,31117.85151319448,5688.0,308776.0,8900.0,12892.0,61603.90708252112,36737.0,57998.16015576396,28285.0,360771.0,33631.5,60062.5,20,49,50,33,31,21,6,3,3,10,2,0,1,1,0,0,0.2239989843244723,0.5487975115949573,0.5599974608111808,0.3695983241353794,0.3471984257029321,0.235198933540696,0.0671996952973417,0.0335998476486708,0.0335998476486708,0.1119994921622361,0.028843947636203,0.0,0.0254072116416194,0.0422528021027834,0.0,0.0,1407,230,21,20,5,20,1,0,0,0,0,0,0,0,0,0,0,0,0,5.104347826086957,69.4,280.6,11.55,46.0,4.8,0.05,4.0,0.0,0.0,0.0,0.0,20,0,2,7,1,3,3,0,1,1,1,0,0,0,1,0,0,49,1,8,11,16,6,4,1,0,1,1,0,0,0,50,8,7,11,7,2,3,3,2,1,4,1,0,0,33,1,8,2,2,13,5,0,0,0,1,0,0,1,0,31,4,7,7,1,4,4,1,0,0,2,1,0,21,1,11,5,3,1,0,0,0,0,0,0,0,6,1,2,1,0,1,0,0,0,0,1,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,10,2,0,4,2,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1.5
01d602a7,1787.0,1787.0,1031.5805833767909,1,3573,894.0,2680.0,1350.657990484187,1368.0,812.5621740471023,0,2784,653.0,2026.0,231.71956339210743,232.0,143.08302177591162,0,487,108.0,351.0,1095681.6719843268,1109242.0,581985.9996949317,9470,1896113,757763.0,1618554.0,1095827.080604534,1109445.0,581985.3779301663,9604,1896217,757887.0,1618713.0,145.40862020710887,151.0,50.09803774518109,0,501,120.0,175.0,382.75531914893617,32.0,6730.331999530228,-195.0,378435.0,-30.0,124.25,898.1582189862784,241.0,9607.789841505968,-27.0,389867.0,145.0,494.5,1413.7364145658264,476.0,11799.208714095224,55.0,390034.0,337.0,876.0,2445.3584641255607,1054.5,15256.776614879853,122.0,390474.0,736.0,1686.0,5027.388998035363,2525.0,21590.78919305412,296.0,391554.0,1937.0,3777.0,15391.943832909965,8936.0,37861.37556327957,956.0,406953.0,7273.5,12215.5,52042.02245896919,33488.0,69627.53061280712,11173.0,434832.0,27897.0,44537.0,82,82,98,62,54,44,20,20,7,3,0,0,1,0,0,0,0.45407837652723,0.45407837652723,0.5426790353618115,0.3433275529840032,0.2990272235667124,0.243651811795099,0.1107508235432268,0.1107508235432268,0.0387627882401293,0.016612623531484,0.0,0.0,0.012561974875611,0.0,0.0,0.0,2784,489,37,63,7,22,21,6,1,0,0,0,2,12,0,0,0,0,0,4.6871165644171775,125.5909090909091,396.8571428571428,22.227272727272727,69.85714285714286,4.0,1.9090909090909087,9.0,0.0,0.0,0.0,0.0,82,12,11,12,15,13,12,2,3,0,2,0,0,0,0,0,0,82,13,7,15,10,14,9,5,5,3,0,0,0,1,98,17,24,23,9,9,8,4,3,1,0,0,0,0,62,9,15,18,8,6,2,1,2,0,1,0,0,0,0,54,8,15,6,5,5,8,5,1,1,0,0,0,44,9,6,10,6,3,3,2,4,0,0,0,0,20,4,1,6,5,2,0,1,1,0,0,0,0,0,20,7,2,4,3,1,1,0,0,2,0,0,7,2,1,1,0,1,1,0,1,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5
0249a095,2697.5,2697.5,1557.2580068826103,1,5394,1349.25,4045.75,1600.8913607712273,1749.0,810.9930248297654,0,2774,932.0,2291.0,322.5791620318873,359.0,170.22682193569054,0,500,171.0,500.0,945277.3292547276,818901.5,606196.2517177699,31429,1800788,425457.75,1758364.75,945369.3650352244,818931.0,606160.3628563414,31648,1800790,425579.25,1758395.25,92.03578049684836,99.0,59.45998112620207,0,1051,30.0,134.0,236.03189319488223,0.0,4136.047278843105,-766.0,241989.0,-35.0,30.0,563.6133160237389,57.0,6190.3849506835,-85.0,285256.0,30.0,178.0,891.220367278798,160.0,7826.102924686899,-42.0,286904.0,61.0,378.5,1546.7660048246428,406.0,10397.107010715335,85.0,287416.0,121.0,795.0,3187.5715081723624,1170.0,15348.998572645363,234.0,353397.0,272.0,2050.0,9776.163870246084,4641.5,32272.877559561537,836.0,442482.0,871.0,8606.25,33117.710426898375,21264.5,75654.48300013164,2908.0,658512.0,3683.0,32614.75,107,101,102,69,38,31,19,6,13,9,2,1,0,0,0,0,0.5358343926780016,0.5057876043035342,0.5107954023659455,0.3455380663063748,0.1902963263716267,0.1552417399347481,0.0951481631858133,0.0300467883744673,0.065101374811346,0.045070182561701,0.0128969035748514,0.0068841871925221,0.0,0.0,0.0,0.0,2774,500,40,48,9,16,21,2,0,0,0,5,0,5,0,0,0,5,0,4.494,172.4375,307.3333333333333,31.25,55.55555555555556,2.6666666666666665,2.0625,5.333333333333333,0.0,0.0,0.3125,0.5555555555555556,107,16,23,29,11,7,14,4,0,1,2,0,0,0,0,0,0,101,19,20,18,17,10,6,4,0,3,3,1,0,0,102,31,19,20,16,4,3,3,1,4,0,0,1,0,69,12,15,11,13,6,5,3,2,1,0,0,0,0,0,38,13,6,8,4,1,0,2,0,3,1,0,0,31,9,5,7,2,2,1,2,0,0,2,1,0,19,1,2,5,3,2,1,1,3,0,1,0,0,0,6,0,3,1,0,1,0,0,0,1,0,0,13,3,5,1,1,3,0,0,0,0,0,9,2,1,2,1,2,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
0262bf61,2221.5,2221.5,1282.4392773149143,1,4442,1111.25,3331.75,1277.011256190905,1273.5,750.1621713789475,0,2581,625.0,1911.0,227.5760918505178,226.0,130.6459458121894,0,447,114.0,343.75,819029.4894191806,798952.5,441328.8806723701,5700,1796999,503308.5,1205038.5,819108.2420081045,799024.0,441326.8792712796,5948,1797149,503338.75,1205116.0,78.75258892390815,76.0,60.923466658900885,0,2036,61.0,97.0,324.618329205134,89.0,3500.890636618754,-117.0,206206.0,30.0,172.0,727.2547297297298,285.0,5169.329217150217,5.0,225360.0,176.0,489.0,1128.2342870015768,504.0,6449.292129119955,54.0,227964.0,352.0,792.0,1930.2465629930127,977.0,8493.80108523988,114.0,232334.0,716.0,1396.0,3918.650496389892,2192.5,12498.443623492416,262.0,243886.0,1727.75,3081.25,11780.185856754306,7529.0,22674.9171736307,867.0,265979.0,6155.0,10123.0,39361.17088899125,27968.5,42139.63732723344,5226.0,320179.0,23661.5,37356.5,83,86,75,45,44,36,29,19,6,7,2,0,3,0,0,0,0.509798121693207,0.5282245598266965,0.4606609533372353,0.2763965720023412,0.2702544259578447,0.2211172576018729,0.1781222352903976,0.1167007748454329,0.0368528762669788,0.0429950223114752,0.0158182626957574,0.0,0.0418005835937733,0.0,0.0,0.0,2616,447,45,69,9,23,27,2,0,2,1,6,2,7,0,0,0,6,0,4.834451901565996,112.78260869565216,289.77777777777777,19.47826086956522,49.66666666666666,3.4444444444444446,2.0434782608695654,7.666666666666667,0.0,0.0,0.2608695652173913,0.6666666666666666,83,9,19,16,7,10,9,7,5,1,0,0,0,0,0,0,0,86,9,12,26,8,10,14,5,1,1,0,0,0,0,75,19,13,11,6,7,4,11,2,0,1,1,0,0,45,6,14,7,2,5,4,1,3,0,1,0,0,1,0,44,11,11,5,5,4,1,1,3,2,0,1,0,36,12,1,2,8,4,1,3,2,1,2,0,0,29,9,9,3,2,1,1,1,1,0,1,0,0,1,19,4,3,4,2,2,0,0,1,1,1,1,6,2,1,1,1,0,0,0,1,0,0,7,2,1,0,2,1,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,4.5
026be946,2169.5,2169.5,1252.417063122345,1,4338,1085.25,3253.75,1875.8999538958049,1901.0,1067.9178013241735,0,3864,929.25,2802.75,373.7136929460581,382.0,207.05835343261387,0,712,199.0,548.0,753457.9767173813,703426.5,464342.6305091473,3046,1791707,365753.5,1035291.5,753548.7411249423,703531.5,464347.20814154047,3257,1791758,365823.25,1035362.5,90.76440756108806,76.0,74.68857057308836,0,2500,64.0,105.0,321.64537698870186,134.0,2348.1350369790894,-130.0,126688.0,67.0,205.0,725.3922970479705,352.0,3333.2177466592566,20.0,127961.0,255.0,534.25,1127.7273356401383,587.0,4156.084157492518,47.0,132656.0,458.0,880.5,1930.5176552042465,1110.0,5497.473003588515,109.0,136324.0,880.0,1524.0,3938.127310536044,2424.0,8203.391553306172,264.0,156398.0,2013.0,3345.5,11991.03226555246,8417.5,15015.064018497284,4208.0,164328.0,7024.75,10977.5,40141.40042472864,31050.5,29102.405849893967,20197.0,211638.0,27454.25,38008.0,154,136,162,71,59,35,22,27,13,12,1,1,1,0,0,0,0.5453670369657703,0.481622837839901,0.5736977921328232,0.2514354521075954,0.2089393193570158,0.1239470538558568,0.0779095767093957,0.0956162986888038,0.0460374771464611,0.0424961327505795,0.0045601256909543,0.0048682629432345,0.0080335798694241,0.0,0.0,0.0,3866,712,47,72,4,28,13,9,1,0,0,1,0,20,0,0,0,1,0,4.422752808988764,137.10714285714286,965.75,25.428571428571427,178.0,7.75,1.6071428571428572,18.0,0.0,0.0,0.0357142857142857,0.25,154,21,33,44,15,16,10,5,3,5,1,0,0,1,0,0,0,136,23,21,30,25,11,5,3,10,3,4,0,1,0,162,41,36,35,10,15,7,3,8,3,2,1,0,0,71,19,13,18,4,7,3,4,2,0,1,0,0,0,0,59,16,9,15,6,4,1,4,2,1,1,0,0,35,11,8,7,3,0,3,2,0,0,1,0,0,22,8,5,6,1,0,2,0,0,0,0,0,0,0,27,6,6,3,3,3,2,1,2,1,0,0,13,5,2,1,1,2,1,0,0,0,1,12,4,2,2,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5.0
0294b4f5,944.0,944.0,544.8742974301504,1,1887,472.5,1415.5,758.2681505034446,806.0,431.5816851568216,0,1388,391.5,1171.5,111.19607843137256,112.0,61.9222541785737,0,205,53.0,171.5,984806.429782724,1016215.0,456501.7593560157,95780,1774945,616709.0,1380203.5,984866.7466878644,1016267.0,456499.5642783909,95938,1775073,616770.5,1380260.5,60.31690514043455,60.0,18.739641758516893,0,486,54.0,65.0,830.0503711558855,341.0,3194.960958090308,-35.0,100014.0,229.0,651.75,1716.6026525198938,873.0,4550.378857992688,24.0,100784.0,608.0,1651.0,2603.072186836518,1577.0,5586.987105662914,54.0,101718.0,1029.75,2600.5,4365.9798087141335,2942.0,7372.648376505562,113.0,106412.0,2055.5,4292.0,8692.685135855088,6421.0,10444.720438062124,262.0,109081.0,4930.0,8634.0,25778.79429186861,21631.0,17222.607814116567,4692.0,122798.0,17631.0,27780.0,84729.45327364298,78899.0,30413.26848624052,25038.0,199174.0,67462.5,91140.5,44,23,42,13,28,22,11,10,9,15,1,0,0,0,0,0,0.5590414437179693,0.2922262092162112,0.5336304690035161,0.1651713356439454,0.355753646002344,0.2795207218589846,0.1397603609294923,0.1270548735722657,0.1143493862150391,0.1905823103583986,0.0163606282916634,0.0,0.0,0.0,0.0,0.0,1388,207,31,20,3,15,6,0,0,0,0,0,0,0,0,0,0,0,0,5.700483091787439,91.6,462.0,14.466666666666669,69.0,5.666666666666667,0.4,6.666666666666667,0.0,0.0,0.0,0.0,44,9,5,8,0,5,6,4,4,0,3,0,0,0,0,0,0,23,1,4,5,3,3,3,0,2,1,1,0,0,0,42,6,2,7,4,7,5,3,3,2,3,0,0,0,13,8,0,1,0,2,0,1,0,0,1,0,0,0,0,28,6,3,9,2,3,1,0,0,3,1,0,0,22,4,2,3,0,4,1,1,1,2,4,0,0,11,2,1,3,0,1,2,1,0,1,0,0,0,0,10,1,2,3,0,1,2,0,0,0,1,0,9,3,2,0,1,2,0,0,0,0,1,15,4,2,3,3,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
02a41d1a,709.0,709.0,409.1969778317854,1,1417,355.0,1063.0,508.878616796048,523.0,310.4817665276141,0,1017,207.0,798.0,77.81157374735356,80.0,47.50708161744816,0,154,31.0,122.0,581692.1616090331,561140.0,259377.2827297632,91083,998515,344715.0,821827.0,581837.2582921665,561227.0,259375.35404453625,91214,998641,344850.0,821970.0,145.0966831333804,150.0,60.99970914542783,0,1256,112.0,176.0,495.7316384180791,50.0,3483.8296317696377,-150.0,98935.0,-15.0,168.25,1067.1498233215548,282.0,4182.50855205388,-86.0,99427.0,164.5,601.5,1638.8578500707213,585.0,4778.534586942353,52.0,99458.0,354.0,1066.75,2784.238668555241,1173.5,5824.267336783665,115.0,99812.0,794.0,2084.0,5655.862828713575,2904.0,8133.492513049575,285.0,100980.0,2092.5,5229.0,17252.720259552993,11489.0,14120.120144367946,4529.0,106108.0,8339.5,21120.0,58925.15034168565,52674.0,25289.523126278687,23353.0,138669.0,39239.0,81469.0,21,38,14,18,20,9,10,11,4,7,0,2,0,0,0,0,0.3724224406315722,0.6739072735237974,0.2482816270877148,0.3192192348270619,0.3546880386967355,0.1596096174135309,0.1773440193483677,0.1950784212832045,0.0709376077393471,0.1241408135438574,0.0,0.0487587323391623,0.0,0.0,0.0,0.0,1017,154,30,28,3,11,13,1,0,0,0,3,0,1,0,0,0,3,0,5.4480519480519485,91.54545454545456,338.3333333333333,14.0,51.333333333333336,4.333333333333333,1.6363636363636365,9.333333333333334,0.0,0.0,0.2727272727272727,1.0,21,2,7,2,6,1,0,1,1,1,0,0,0,0,0,0,0,38,1,4,6,5,6,5,5,3,1,1,0,1,0,14,2,3,0,0,3,1,0,4,0,0,0,0,0,18,4,6,0,0,2,1,2,1,0,1,0,1,0,0,20,6,6,1,2,2,2,0,0,0,1,0,0,9,2,1,2,1,1,0,1,0,0,1,0,0,10,0,2,0,3,2,0,0,1,2,0,0,0,0,11,3,2,0,1,1,0,1,1,0,2,0,4,0,1,2,0,1,0,0,0,0,0,7,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
